trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,openinterest
2015-01-05,600036.SH,68.6909,70.8064,67.405,69.1886,68.8153,0.3733000000000004,0.5425,5001871.28,8302084.428,0
2015-01-06,600036.SH,68.0272,71.3456,67.5709,68.1102,69.1886,-1.0783999999999878,-1.5586,4268772.34,7100974.463,0
2015-01-07,600036.SH,67.1976,68.6909,66.1191,67.0317,68.1102,-1.0785000000000053,-1.5835,2961696.04,4806397.453,0
2015-01-08,600036.SH,67.405,67.7783,64.4184,64.5844,67.0317,-2.4472999999999985,-3.651,2929211.1,4621824.801,0
2015-01-09,600036.SH,64.5429,68.6909,63.7133,65.1651,64.5844,0.5806999999999931,0.8991,4613634.97,7356771.842,0
2015-01-12,600036.SH,65.1236,65.9532,63.0496,64.7088,65.1651,-0.4562999999999988,-0.7002,2870027.87,4465049.959,0
2015-01-13,600036.SH,64.377,65.4554,63.6718,64.0036,64.7088,-0.7051999999999907,-1.0898,1702516.1,2646920.635,0
2015-01-14,600036.SH,64.5844,65.9532,64.294,65.1651,64.0036,1.1614999999999895,1.8147,2271408.65,3573843.577,0
2015-01-15,600036.SH,65.1651,67.1561,64.7088,67.1146,65.1651,1.9495000000000005,2.9916,2646841.68,4216830.599,0
2015-01-16,600036.SH,67.488,68.442,66.6584,67.3635,67.1146,0.24890000000000612,0.3709,3125507.22,5096707.054,0
2015-01-19,600036.SH,60.6438,63.8792,60.6438,60.6852,67.3635,-6.6783,-9.9138,4990406.02,7432124.883,0
2015-01-20,600036.SH,61.183,62.137,59.4823,60.7267,60.6852,0.041499999999999204,0.0684,3044808.93,4468888.256,0
2015-01-21,600036.SH,61.3904,64.1696,60.5193,63.4644,60.7267,2.7376999999999967,4.5082,3470440.52,5208895.152,0
2015-01-22,600036.SH,63.4644,63.5059,62.0541,62.7592,63.4644,-0.7051999999999978,-1.1112,2156662.87,3267085.618,0
2015-01-23,600036.SH,63.174,64.294,62.6763,62.9252,62.7592,0.16599999999999682,0.2645,2494226.6,3814173.081,0
2015-01-26,600036.SH,63.0081,63.2155,61.6808,62.3444,62.9252,-0.5807999999999964,-0.923,1780964.42,2671404.494,0
2015-01-27,600036.SH,62.4274,62.6348,59.9386,61.0171,62.3444,-1.327300000000001,-2.129,2569419.22,3785792.881,0
2015-01-28,600036.SH,60.5608,61.5563,59.7727,60.2704,61.0171,-0.746699999999997,-1.2238,1741448.15,2541837.336,0
2015-01-29,600036.SH,59.3579,59.8556,58.6942,59.6068,60.2704,-0.6636000000000024,-1.101,1775306.85,2541569.62,0
2015-01-30,600036.SH,59.8556,60.6438,58.9016,59.4823,59.6068,-0.12449999999999761,-0.2089,1818087.21,2625624.647,0
2015-02-02,600036.SH,57.989,59.3164,57.4913,58.4453,59.4823,-1.036999999999999,-1.7434,1557868.28,2200454.412,0
2015-02-03,600036.SH,59.5238,60.5608,58.9016,60.4364,58.4453,1.9910999999999959,3.4068,1748843.21,2516020.347,0
2015-02-04,600036.SH,60.5608,61.0586,59.2334,59.3164,60.4364,-1.1199999999999974,-1.8532,1296214.66,1886445.069,0
2015-02-05,600036.SH,62.22,62.4274,59.3164,59.3994,59.3164,0.08299999999999841,0.1399,3370617.02,4973382.058,0
2015-02-06,600036.SH,59.2334,60.4778,58.6942,59.109,59.3994,-0.2903999999999982,-0.4889,1638355.9,2356073.404,0
2015-02-09,600036.SH,59.109,60.3119,58.072,59.7727,59.109,0.6636999999999986,1.1228,1719246.98,2454553.655,0
2015-02-10,600036.SH,60.0216,61.183,59.4408,60.8097,59.7727,1.036999999999999,1.7349,1535259.79,2238448.213,0
2015-02-11,600036.SH,60.9341,61.3489,60.3949,60.7267,60.8097,-0.08299999999999841,-0.1365,935841.14,1372191.501,0
2015-02-12,600036.SH,60.9341,60.9756,59.6482,60.4364,60.7267,-0.290300000000002,-0.478,807480.86,1173109.185,0
2015-02-13,600036.SH,60.6438,61.5978,60.1875,60.6852,60.4364,0.2488000000000028,0.4117,1504714.74,2211523.668,0
2015-02-16,600036.SH,59.7312,60.1045,59.3164,59.9801,60.6852,-0.7051000000000016,-1.1619,1333875.16,1920460.647,0
2015-02-17,600036.SH,59.9386,60.6023,59.7727,60.229,59.9801,0.248899999999999,0.415,923713.1,1343475.258,0
2015-02-25,600036.SH,60.146,60.3119,58.8186,59.3164,60.229,-0.9125999999999976,-1.5152,1267476.41,1821660.432,0
2015-02-26,600036.SH,59.2749,61.1,58.8601,60.8512,59.3164,1.534799999999997,2.5875,1559566.28,2262725.598,0
2015-02-27,600036.SH,60.9756,62.22,60.7682,60.9756,60.8512,0.1244000000000014,0.2044,1456164.95,2157812.856,0
2015-03-02,600036.SH,61.3074,61.5148,59.7727,60.4364,60.9756,-0.539200000000001,-0.8843,2192373.46,3192258.937,0
2015-03-03,600036.SH,60.063,60.1875,58.6942,58.7772,60.4364,-1.6591999999999985,-2.7454,1744176.4,2494347.046,0
2015-03-04,600036.SH,59.4408,59.4408,58.4868,58.9431,58.7772,0.1659000000000006,0.2823,1259207.07,1787542.456,0
2015-03-05,600036.SH,58.2379,58.5283,57.2839,57.6987,58.9431,-1.2443999999999988,-2.1112,1735485.64,2421469.921,0
2015-03-06,600036.SH,57.7402,58.4453,57.6987,58.2794,57.6987,0.5807000000000002,1.0064,1021773.8,1432408.218,0
2015-03-09,600036.SH,58.3209,61.6808,57.2424,60.8926,58.2794,2.613199999999999,4.4839,3161251.24,4551189.243,0
2015-03-10,600036.SH,60.1045,60.5193,59.026,59.2749,60.8926,-1.6176999999999992,-2.6566,1862956.51,2677735.377,0
2015-03-11,600036.SH,59.5238,61.1,59.3579,59.9386,59.2749,0.6636999999999986,1.1197,1681848.44,2440618.094,0
2015-03-12,600036.SH,61.183,64.0036,60.5193,62.7592,59.9386,2.820599999999999,4.7058,3830028.8,5746567.418,0
2015-03-13,600036.SH,62.9252,64.5014,62.3444,62.6348,62.7592,-0.1244000000000014,-0.1982,2813042.28,4299112.51,0
2015-03-16,600036.SH,63.34,64.1281,62.3859,63.7133,62.6348,1.0784999999999982,1.7219,2218602.48,3387764.84,0
2015-03-17,600036.SH,63.9207,64.294,63.257,63.9207,63.7133,0.2073999999999998,0.3255,2394924.56,3679377.693,0
2015-03-18,600036.SH,63.9207,65.414,63.6718,65.2895,63.9207,1.3688000000000073,2.1414,2460585.11,3827652.102,0
2015-03-19,600036.SH,65.2895,65.9532,64.1696,65.0406,65.2895,-0.24890000000000612,-0.3812,2345900.51,3665620.544,0
2015-03-20,600036.SH,64.9992,66.2021,63.5888,65.0821,65.0406,0.041499999999999204,0.0638,3149957.66,4929184.044,0
2015-03-23,600036.SH,65.6214,65.9117,64.8332,65.4969,65.0821,0.4147999999999996,0.6373,2462740.47,3881893.316,0
2015-03-24,600036.SH,65.4554,65.5384,64.4599,64.5429,65.4969,-0.9539999999999935,-1.4566,2637191.25,4123151.625,0
2015-03-25,600036.SH,63.9622,64.377,62.4689,62.8837,64.5429,-1.6592000000000056,-2.5707,2167538.37,3310645.786,0
2015-03-26,600036.SH,62.5518,63.9622,62.137,63.1326,62.8837,0.248899999999999,0.3958,1807993.41,2750283.751,0
2015-03-27,600036.SH,63.1326,64.0036,62.6348,63.2985,63.1326,0.1659000000000006,0.2628,1542870.74,2350890.788,0
2015-03-30,600036.SH,63.9622,65.6628,63.4644,65.2895,63.2985,1.9910000000000068,3.1454,3044764.23,4760224.446,0
2015-03-31,600036.SH,66.1606,68.0687,64.0866,64.5844,65.2895,-0.7051000000000016,-1.08,4025621.74,6407352.431,0
2015-04-01,600036.SH,64.6673,65.9947,64.5014,65.248,64.5844,0.6636000000000024,1.0275,2439661.15,3830336.787,0
2015-04-02,600036.SH,65.9532,66.285,64.0866,64.9577,65.248,-0.290300000000002,-0.4449,2389555.01,3744579.628,0
2015-04-13,600036.SH,71.47,71.47,71.47,71.47,64.9577,6.512299999999996,10.0254,553073.05,952944.865,0
2015-04-14,600036.SH,74.5396,74.5396,72.0508,72.507,71.47,1.0370000000000061,1.451,6585476.88,11626314.056,0
2015-04-15,600036.SH,72.2996,75.8669,72.0093,74.1248,72.507,1.6177999999999884,2.2312,4374860.39,7851853.406,0
2015-04-16,600036.SH,74.1248,78.1483,73.6685,78.0239,74.1248,3.8991000000000042,5.2602,4049866.03,7365508.017,0
2015-04-17,600036.SH,78.6461,80.6786,75.8254,75.9914,78.0239,-2.032499999999999,-2.605,5436755.23,10204446.179,0
2015-04-20,600036.SH,77.5676,77.5676,73.0048,73.8759,75.9914,-2.1154999999999973,-2.7839,5308511.12,9699567.902,0
2015-04-21,600036.SH,74.4981,75.4106,73.9174,75.3692,73.8759,1.493300000000005,2.0214,2635424.25,4748971.269,0
2015-04-22,600036.SH,76.6136,76.738,74.9129,76.3647,75.3692,0.9954999999999927,1.3208,3408396.56,6247865.406,0
2015-04-23,600036.SH,76.738,77.4432,74.9544,75.3692,76.3647,-0.9954999999999927,-1.3036,2737717.69,5015812.302,0
2015-04-24,600036.SH,74.1662,75.0788,72.2167,73.4196,75.3692,-1.9496000000000038,-2.5867,2917599.71,5184168.791,0
2015-04-27,600036.SH,73.8344,77.1528,73.8344,76.4891,73.4196,3.069499999999991,4.1808,4072635.94,7467652.89,0
2015-04-28,600036.SH,76.4062,79.766,75.0788,76.1573,76.4891,-0.331799999999987,-0.4338,5094257.43,9496380.532,0
2015-04-29,600036.SH,77.1528,78.2313,76.3647,76.655,76.1573,0.4976999999999947,0.6535,3738079.69,6951256.88,0
2015-04-30,600036.SH,76.738,77.9824,75.4521,75.5766,76.655,-1.078400000000002,-1.4068,2664573.38,4920839.628,0
2015-05-04,600036.SH,75.618,76.1158,74.747,75.3277,75.5766,-0.24890000000000612,-0.3293,2134037.98,3868502.69,0
2015-05-05,600036.SH,74.8714,75.0788,71.3871,72.3826,75.3277,-2.9450999999999965,-3.9097,2683454.04,4737517.934,0
2015-05-06,600036.SH,73.0048,74.664,71.7604,72.7559,72.3826,0.3733000000000004,0.5157,2612905.46,4625262.653,0
2015-05-07,600036.SH,72.6315,74.4151,72.2167,73.3781,72.7559,0.6222000000000065,0.8552,2213697.16,3929052.88,0
2015-05-08,600036.SH,73.7514,75.0788,72.1752,73.4196,73.3781,0.041499999999999204,0.0566,2186832.84,3889491.389,0
2015-05-11,600036.SH,72.6315,74.4566,71.9263,74.2907,73.4196,0.8710999999999984,1.1865,2772080.85,4867456.332,0
2015-05-12,600036.SH,73.9174,74.4151,72.8389,73.71,74.2907,-0.5807000000000073,-0.7817,2239252.07,3974051.954,0
2015-05-13,600036.SH,74.1248,74.581,72.2996,72.7559,73.71,-0.9540999999999968,-1.2944,2262093.6,4015189.339,0
2015-05-14,600036.SH,72.7974,73.8344,72.1752,72.5485,72.7559,-0.2073999999999927,-0.2851,1844438.21,3238528.877,0
2015-05-15,600036.SH,72.2582,73.2537,70.1012,71.1797,72.5485,-1.3688000000000073,-1.8867,2147432.1,3714982.873,0
2015-05-18,600036.SH,70.5575,71.2626,69.8523,69.8938,71.1797,-1.285899999999998,-1.8066,1599457.27,2726764.928,0
2015-05-19,600036.SH,69.8938,73.3781,69.6449,73.1292,69.8938,3.2353999999999985,4.629,2492327.81,4332748.808,0
2015-05-20,600036.SH,73.1292,77.1528,73.0463,74.8299,73.1292,1.7006999999999977,2.3256,3540802.66,6396818.817,0
2015-05-21,600036.SH,75.6595,76.6965,74.2907,75.3277,74.8299,0.497799999999998,0.6652,1971715.29,3591569.695,0
2015-05-22,600036.SH,76.0328,77.6091,75.5351,77.5676,75.3277,2.2399000000000058,2.9735,3119853.98,5778315.079,0
2015-05-25,600036.SH,78.812,80.3053,78.812,79.7246,77.5676,2.1569999999999965,2.7808,3289330.73,6306117.215,0
2015-05-26,600036.SH,79.8075,80.4297,78.4802,79.6416,79.7246,-0.08299999999999841,-0.1041,2828929.23,5411636.716,0
2015-05-27,600036.SH,79.6831,80.969,78.0654,79.1024,79.6416,-0.5391999999999939,-0.677,2411683.09,4623215.527,0
2015-05-28,600036.SH,79.0609,79.3512,74.0418,74.3322,79.1024,-4.770200000000003,-6.0304,2929423.71,5429786.145,0
2015-05-29,600036.SH,74.5396,75.4936,72.3826,74.9544,74.3322,0.6222000000000065,0.8371,2615510.0,4689434.586,0
2015-06-01,600036.SH,74.3322,78.7705,73.0878,78.1068,74.9544,3.1524,4.2058,2809272.96,5176270.712,0
2015-06-02,600036.SH,78.0654,79.3927,76.8624,78.6046,78.1068,0.497799999999998,0.6373,2540376.57,4801441.405,0
2015-06-03,600036.SH,78.812,81.3008,76.9454,80.6786,78.6046,2.073999999999998,2.6385,3585090.84,6871298.558,0
2015-06-04,600036.SH,80.6371,85.6562,78.4802,84.7851,80.6786,4.106499999999997,5.0899,4959790.45,9920531.339,0
2015-06-05,600036.SH,87.0665,87.9791,80.9275,82.9185,84.7851,-1.8666000000000054,-2.2016,3777124.52,7651487.681,0
2015-06-08,600036.SH,83.1259,87.9376,81.3423,87.6472,82.9185,4.7287000000000035,5.7028,5159641.67,10671410.155,0
2015-06-09,600036.SH,87.7302,90.0116,85.4903,86.4028,87.6472,-1.2443999999999988,-1.4198,3661244.64,7755194.405,0
2015-06-10,600036.SH,85.0755,87.8132,84.4533,84.9096,86.4028,-1.4932000000000016,-1.7282,2529208.25,5237249.134,0
2015-06-11,600036.SH,85.3244,86.2784,83.2504,84.4533,84.9096,-0.4562999999999988,-0.5374,2271115.82,4624733.94,0
2015-06-12,600036.SH,85.3658,86.154,83.3748,84.2459,84.4533,-0.2073999999999927,-0.2456,2451794.13,5002958.661,0
2015-06-15,600036.SH,84.951,85.988,80.1808,80.886,84.2459,-3.3599000000000103,-3.9882,3212209.62,6411293.936,0
